Age,last_mod,tot_bath,Overall Qual,Overall Cond,Lot Area,Mas Vnr Area,Garage Area,Kitchen Qual,total_SF,Screen Porch,TotRms AbvGrd,Exter Qual,SalePrice,age*mod,overall**,Exterior 1st_AsphShn,Exterior 1st_BrkComm,Exterior 1st_BrkFace,Exterior 1st_CBlock,Exterior 1st_CemntBd,Exterior 1st_HdBoard,Exterior 1st_ImStucc,Exterior 1st_MetalSd,Exterior 1st_Plywood,Exterior 1st_Stone,Exterior 1st_Stucco,Exterior 1st_VinylSd,Exterior 1st_Wd Sdng,Exterior 1st_WdShing,Bldg Type_2fmCon,Bldg Type_Duplex,Bldg Type_Twnhs,Bldg Type_TwnhsE,Land Contour_HLS,Land Contour_Low,Land Contour_Lvl
14,13,2.5,6,5,7655,0.0,392.0,3,2545.0,0,7,3,168000,182,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
88,16,1.5,6,7,10560,0.0,624.0,3,2208.0,0,6,3,140750,1408,42,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8,4,3.5,6,5,7500,0.0,482.0,3,3237.0,0,7,3,204000,32,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
9,9,2.5,7,5,9505,180.0,434.0,4,2919.0,0,8,4,222500,81,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
44,44,2.0,5,5,10205,0.0,300.0,3,1924.0,0,6,3,134500,1936,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3,3,3.0,8,5,4379,0.0,540.0,4,2756.0,0,6,4,214000,9,40,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
67,56,2.0,5,7,7800,0.0,410.0,3,1911.0,271,5,3,119900,3752,35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
53,53,2.0,4,4,12108,270.0,0.0,2,2880.0,0,8,3,118000,2809,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
47,5,1.0,5,7,7000,45.0,254.0,3,2144.0,0,6,3,135000,235,35,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
85,8,1.5,6,7,13053,0.0,370.0,4,2681.0,220,8,3,207000,680,42,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
83,58,2.0,6,5,8400,0.0,576.0,3,2875.0,0,7,3,136500,4814,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
54,8,1.0,4,7,6000,0.0,281.0,3,1802.0,0,4,3,107900,432,28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
69,57,2.5,6,5,6240,0.0,528.0,3,2270.0,0,6,3,126000,3933,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
50,50,2.0,6,5,31770,112.0,528.0,3,2736.0,0,7,3,215000,2500,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,3.5,10,5,12474,272.0,846.0,5,4014.0,0,9,5,426000,0,50,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
59,2,1.0,5,7,9600,0.0,264.0,4,2226.0,0,5,4,147000,118,35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
93,9,1.0,6,8,8574,0.0,440.0,4,2048.0,0,6,4,147500,837,48,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,1,3.0,9,5,14418,480.0,706.0,5,3900.0,0,7,5,383000,1,45,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
18,18,2.5,7,5,10400,102.0,604.0,3,3717.0,0,6,3,241500,324,35,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
94,13,1.0,6,6,15564,0.0,400.0,3,1940.0,0,6,3,147500,1222,36,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3,3,3.5,8,5,13543,130.0,683.0,5,3668.0,0,9,4,355000,9,40,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
84,58,2.0,5,6,6130,0.0,0.0,4,1568.0,0,5,3,109500,4872,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
69,59,1.0,2,4,5925,0.0,308.0,3,612.0,0,4,3,45000,4071,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
70,60,2.0,7,7,24090,0.0,349.0,3,3435.0,0,10,3,244400,4200,49,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
56,56,2.0,6,5,9600,238.0,418.0,3,3060.0,0,7,3,167000,3136,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,5,2.5,7,5,8158,214.0,542.0,4,2589.0,0,7,4,200000,25,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
70,56,1.0,5,3,5220,0.0,180.0,3,1709.0,0,4,3,80000,3920,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
51,16,2.0,5,7,8172,0.0,572.0,3,1728.0,0,5,3,115000,816,35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
52,52,2.0,6,5,9000,74.0,297.0,3,2392.0,0,6,3,139000,2704,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
28,28,1.5,6,7,7844,203.0,440.0,3,2072.0,0,6,3,149500,784,42,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
69,59,2.0,4,5,9084,0.0,296.0,3,2265.0,0,7,3,108000,4071,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
108,8,2.0,4,7,10800,0.0,0.0,3,1294.0,0,7,3,106250,864,28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
1,1,2.0,7,5,8556,0.0,826.0,4,2480.0,0,5,4,194000,1,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
44,44,2.0,5,4,9100,51.0,624.0,3,1976.0,0,6,3,129500,1936,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
39,39,2.0,5,5,8668,0.0,792.0,3,3120.0,0,8,3,126000,1521,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
59,59,2.0,5,5,11767,0.0,195.0,3,2446.0,0,6,3,120000,3481,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6,5,3.0,7,5,8400,109.0,606.0,4,2957.0,0,7,4,213000,30,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
26,26,2.0,8,5,3874,0.0,484.0,4,2452.0,0,4,4,190000,676,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
13,12,2.5,6,6,8076,112.0,402.0,3,2329.0,144,6,3,183500,156,36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
44,8,2.5,7,5,10090,364.0,276.0,3,2376.0,165,6,3,172000,352,35,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
71,51,2.0,4,6,8877,0.0,288.0,3,1632.0,0,3,3,100000,3621,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,2.0,7,6,11058,212.0,814.0,4,3128.0,0,6,4,218836,1,42,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
103,8,2.0,6,7,10800,0.0,672.0,3,2394.0,0,7,3,163000,824,42,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
1,1,2.5,7,5,10936,0.0,534.0,4,3035.0,0,6,4,206580,1,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,0,2.5,6,5,8461,0.0,390.0,4,2184.0,0,8,4,163990,0,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
96,2,1.0,5,8,7518,0.0,390.0,3,1726.0,0,7,2,116500,192,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
6,5,2.5,7,5,8010,0.0,400.0,4,2560.0,0,7,4,188000,30,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
41,41,2.5,5,6,10050,87.0,432.0,3,2073.0,0,6,3,175000,1681,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19,19,3.0,8,5,4740,0.0,480.0,3,2345.0,135,5,4,182000,361,40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
81,27,1.0,5,7,6978,0.0,576.0,3,1810.0,0,5,4,103000,2187,35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6,5,3.5,10,5,11400,705.0,804.0,5,5266.0,0,8,5,466500,30,50,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
50,11,3.0,6,8,9240,0.0,297.0,4,1976.0,0,6,4,149500,550,48,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
29,29,2.0,7,7,2304,0.0,319.0,3,2116.0,0,4,3,142500,841,49,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
81,57,1.0,5,5,7223,0.0,352.0,3,2712.0,0,6,3,136500,4617,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
13,12,2.5,6,5,3612,0.0,484.0,3,1950.0,0,5,3,137000,156,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
20,20,3.0,7,6,12680,102.0,528.0,5,3363.0,141,6,4,226500,400,42,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
20,20,2.5,7,5,10176,0.0,506.0,4,2641.0,0,5,3,171500,400,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30,30,1.0,5,5,10780,0.0,576.0,3,1865.0,0,6,3,132500,900,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
57,56,2.0,3,4,8544,340.0,400.0,3,1040.0,0,6,3,87500,3192,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
7,7,3.5,7,5,10646,513.0,546.0,3,2647.0,0,7,3,223000,49,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
46,3,2.5,6,9,8400,237.0,462.0,4,2856.0,0,7,4,174000,138,54,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
55,15,2.0,5,6,15428,0.0,270.0,3,1768.0,195,4,3,142000,825,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,2.0,8,5,11216,0.0,776.0,4,2978.0,0,7,4,232600,0,40,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
32,7,2.5,6,6,10140,99.0,484.0,4,2349.0,0,5,3,181000,224,36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33,33,3.5,6,4,3964,0.0,576.0,3,3463.0,0,10,3,151400,1089,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,1,2.0,8,5,11428,248.0,866.0,4,3260.0,0,7,4,250000,1,40,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
22,22,2.5,7,5,10421,42.0,496.0,3,2694.0,0,7,3,196500,484,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
128,20,2.0,7,8,13500,0.0,576.0,3,3273.0,0,8,3,185000,2560,56,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
40,40,2.0,6,5,9000,200.0,336.0,3,2432.0,0,5,3,113000,1600,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,3.0,8,6,8089,0.0,567.0,4,2838.0,0,7,4,392000,0,48,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
31,31,3.0,6,5,9400,250.0,0.0,3,1925.0,0,4,3,127500,961,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
7,7,2.5,6,5,2117,216.0,440.0,4,2329.0,0,4,4,177000,49,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
3,3,2.5,6,5,10625,353.0,744.0,4,3601.0,0,9,4,265000,9,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
9,9,3.5,8,5,8413,0.0,1105.0,4,3582.0,144,8,4,312500,81,40,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
115,8,3.5,10,9,13500,0.0,880.0,4,4012.0,0,9,5,325000,920,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
29,29,3.0,8,8,15676,115.0,864.0,4,4028.0,0,6,4,275000,841,64,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
12,12,2.5,7,5,9950,290.0,721.0,4,3723.0,0,9,4,290000,144,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
36,8,3.0,6,6,15410,250.0,461.0,3,2702.0,0,7,3,169000,288,36,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
85,56,1.0,5,7,6000,0.0,205.0,3,1232.0,0,4,3,89000,4760,35,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
12,12,2.5,6,5,8402,0.0,393.0,3,2254.0,0,7,3,180400,144,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
6,5,3.0,8,5,10655,296.0,880.0,4,4835.0,0,7,4,284000,30,40,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
49,49,1.0,5,5,10150,1.0,275.0,3,1824.0,0,5,3,114500,2401,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,0,2.0,7,5,10084,196.0,782.0,4,3104.0,0,7,4,212900,0,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
8,7,2.0,7,5,16285,0.0,605.0,4,2843.0,0,6,4,187100,56,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
8,8,2.5,6,5,3230,1129.0,440.0,3,2187.0,0,5,3,176000,64,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
39,39,2.5,6,6,21579,0.0,552.0,3,2976.0,0,7,3,215000,1521,36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,4,2.5,7,5,8320,0.0,520.0,4,2352.0,0,6,4,185900,16,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
39,39,1.0,4,6,6960,0.0,660.0,4,1728.0,0,5,3,120500,1521,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,2.5,5,5,21930,0.0,372.0,3,2570.0,0,7,4,192140,1,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
26,0,1.5,5,9,6600,0.0,264.0,4,1632.0,0,5,4,130500,0,45,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
64,59,2.0,4,3,8405,0.0,240.0,3,1529.0,0,9,3,98000,3776,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,0,3.0,9,5,11778,554.0,1348.0,5,4547.0,255,7,4,475000,0,45,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
87,57,1.0,5,2,8967,0.0,338.0,3,2038.0,0,6,3,67000,4959,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,2.5,8,5,10562,300.0,789.0,5,3743.0,0,8,4,325624,0,40,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
5,5,2.5,7,5,12864,0.0,576.0,4,2818.0,145,4,4,245000,25,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
4,4,2.5,5,5,13695,0.0,576.0,4,2228.0,0,6,3,159000,16,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
42,42,2.5,5,7,10289,168.0,515.0,3,2146.0,0,6,3,156000,1764,35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,3.0,10,5,15431,200.0,672.0,5,5496.0,170,10,5,555000,1,50,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
24,24,2.0,6,6,11120,0.0,516.0,3,2464.0,0,6,3,162500,576,36,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
13,13,4.0,6,8,9069,0.0,920.0,4,2784.0,0,8,4,224500,169,48,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
58,58,2.5,6,5,47280,44.0,738.0,3,2976.0,0,6,3,133000,3364,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,3,2.5,7,5,7875,0.0,393.0,4,2292.0,0,8,4,180000,9,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
26,3,1.0,5,6,6600,0.0,264.0,4,1690.0,0,6,3,134500,78,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,3.5,10,5,13682,1031.0,641.0,4,4355.0,0,10,5,438780,0,50,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
46,46,1.5,6,5,9150,305.0,296.0,3,2530.0,0,6,3,165000,2116,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
42,42,1.0,5,5,7150,60.0,288.0,3,1784.0,0,5,3,100000,1764,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49,49,1.5,7,6,12285,128.0,441.0,3,2658.0,0,5,3,176000,2401,42,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
51,32,2.5,5,4,17920,0.0,454.0,3,3542.0,312,6,3,170000,1632,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2,2,2.0,7,5,3684,130.0,660.0,4,2928.0,0,7,4,174000,4,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
83,58,3.0,6,6,7006,0.0,384.0,3,2004.0,0,6,3,127000,4814,36,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
9,9,2.5,7,5,8390,0.0,450.0,3,2482.0,0,7,3,185900,81,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
71,13,1.0,5,8,5784,0.0,273.0,3,1076.0,0,4,3,91300,923,40,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
3,3,3.0,6,5,9135,120.0,544.0,4,3382.0,0,7,4,200000,9,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
58,57,2.0,6,6,10496,320.0,315.0,3,2886.0,0,7,3,143000,3306,36,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
48,48,3.0,5,5,13650,0.0,451.0,4,2972.0,0,8,4,172500,2304,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
44,44,1.0,4,6,8308,20.0,520.0,3,2176.0,0,4,3,110000,1936,24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
52,52,2.0,4,5,9450,160.0,768.0,3,2402.0,0,6,3,140000,2704,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,1,2.0,6,5,9317,0.0,440.0,4,2628.0,0,6,4,176432,1,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
17,17,3.0,6,5,7153,88.0,496.0,4,2572.0,0,6,3,179200,289,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,0,3.0,7,5,8814,80.0,508.0,4,2548.0,0,6,4,203000,0,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0,2.0,7,6,9849,0.0,954.0,4,3378.0,0,7,4,248328,0,42,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,1,3.0,9,5,14463,406.0,885.0,5,3282.0,0,7,5,316500,1,45,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
60,58,1.0,7,5,5190,0.0,249.0,3,1649.0,0,5,3,125600,3480,35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49,49,2.0,5,6,9750,164.0,308.0,2,1968.0,0,5,3,110000,2401,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
87,57,1.0,4,4,6000,0.0,308.0,2,1920.0,0,5,3,108500,4959,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
58,58,1.0,5,5,8712,0.0,504.0,2,1584.0,0,4,2,55993,3364,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
62,1,1.0,5,7,11851,0.0,240.0,4,2660.0,0,7,3,129000,62,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
19,19,3.0,6,6,13811,72.0,551.0,4,2249.0,0,5,3,176000,361,36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46,46,1.5,6,7,10143,295.0,364.0,3,2760.0,216,6,3,154000,2116,42,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,22,2.0,6,5,18265,228.0,578.0,4,2512.0,0,6,4,180000,484,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
31,31,2.5,5,5,4224,0.0,528.0,3,2284.0,0,6,3,134000,961,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
57,6,3.0,6,7,12615,0.0,576.0,4,3360.0,0,7,3,243000,342,42,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
5,4,3.0,8,5,14536,236.0,808.0,4,3245.0,0,9,4,270000,20,40,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
24,24,1.5,6,5,9187,0.0,484.0,3,2164.0,0,5,3,134000,576,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
16,16,3.5,7,5,9900,256.0,656.0,4,3993.0,0,9,4,260000,256,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,1,2.5,7,5,8333,0.0,484.0,4,2229.0,0,7,4,168675,1,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
13,13,2.5,6,5,10147,32.0,398.0,3,2086.0,0,7,3,160000,169,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
118,12,1.0,5,9,5914,0.0,0.0,4,1764.0,0,5,3,95000,1416,45,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4,3,2.5,6,5,11646,0.0,440.0,4,2126.0,0,7,4,173000,12,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,0,3.0,7,5,7200,0.0,572.0,4,2594.0,0,5,4,187750,0,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
22,17,2.5,7,6,20544,123.0,542.0,3,2884.0,0,7,3,215000,374,42,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
41,41,1.0,5,5,9981,340.0,270.0,3,2146.0,0,6,3,120000,1681,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2,1,3.0,7,5,8251,143.0,672.0,4,3000.0,0,7,4,249000,2,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
39,39,3.0,7,6,10140,264.0,477.0,3,2668.0,264,7,3,164500,1521,42,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,20,2.0,7,5,8239,0.0,312.0,4,1295.0,0,5,4,230000,400,35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
78,17,2.5,7,6,5700,0.0,456.0,4,2016.0,0,6,3,140000,1326,42,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
57,57,2.0,5,7,7200,0.0,240.0,3,1464.0,0,4,3,118900,3249,35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,1,2.0,8,5,9178,0.0,904.0,4,2936.0,0,6,4,239900,1,40,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
31,31,2.5,6,5,4043,0.0,440.0,3,2138.0,225,4,3,146300,961,30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
33,33,1.0,5,6,4224,0.0,499.0,3,2080.0,0,6,3,124000,1089,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
44,44,2.0,5,5,11235,0.0,308.0,3,1924.0,0,6,3,130000,1936,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
7,6,2.0,7,5,8450,108.0,539.0,3,2698.0,0,6,3,179000,42,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
19,19,2.0,7,5,11851,0.0,500.0,3,2866.0,0,5,3,180500,361,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
65,60,1.0,4,6,4608,0.0,220.0,3,1494.0,0,4,3,80000,3900,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,0,2.0,8,5,9262,194.0,840.0,5,3151.0,0,7,4,287090,0,40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52,52,1.0,5,5,12702,0.0,308.0,3,882.0,0,4,3,97000,2704,25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,4,3.0,7,5,2938,40.0,398.0,4,2879.0,0,5,4,246990,16,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
43,43,2.0,6,6,18160,138.0,480.0,3,2430.0,0,6,3,154204,1849,36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50,7,1.5,7,7,11355,125.0,495.0,3,2624.0,0,6,3,186000,350,49,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
